symbol,name,current,chg,percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SH601766,中国中车,5.38,+0.06,1.13%,8.57%,48095225,259037678.0,0.2%,12.885,3.717%,154399888793.0
SH600814,杭州解百,7.18,+0.08,1.13%,-1.37%,13144854,94169527.0,1.84%,20.594,1.811%,5282535929.0
SH600929,雪天盐业,6.25,+0.07,1.13%,-19.38%,6937300,43320860.0,0.65%,15.877,3.552%,10369836875.0
SH603900,莱绅通灵,6.29,+0.07,1.13%,-2.18%,2258300,14200642.0,0.66%,,0.636%,2165796954.0
SH603880,ST南卫,4.53,+0.05,1.12%,-26.94%,1647600,7474966.0,0.57%,,,1324907220.0
SH600734,ST实达,3.6,+0.04,1.12%,-2.17%,3197882,11507602.0,0.15%,201.126,,7841891182.0
SH605151,西上海,20.84,+0.23,1.12%,11.76%,9821500,200484119.0,15.34%,24.881,1.392%,2820050273.0
SH601137,博威合金,14.47,+0.16,1.12%,-0.77%,6826388,99298791.0,0.88%,15.726,1.465%,11313599139.0
SH603586,金麒麟,14.39,+0.16,1.12%,12.93%,1176671,16886025.0,0.6%,13.442,3.475%,2821199504.0
SH600399,抚顺特钢,8.16,+0.09,1.12%,-42.98%,19481368,160825954.0,0.99%,94.463,,16092336000.0
SH600667,太极实业,6.31,+0.07,1.12%,22.29%,36761807,232529618.0,1.75%,,2.694%,13290060023.0
SH600156,华升股份,4.54,+0.05,1.11%,-4.22%,5546200,25154054.0,1.38%,,,1825582587.0
SH601869,长飞光纤,30.93,+0.34,1.11%,-3.83%,1454437,45105090.0,0.36%,18.774,1.494%,23442004990.0
SH601179,中国西电,4.54,+0.05,1.11%,-0.71%,12736510,57972368.0,0.25%,35.293,0.991%,23271505878.0
SH601179,中国西电,4.54,+0.05,1.11%,-0.71%,12736510,57972368.0,0.25%,35.293,0.991%,23271505878.0
SH603716,塞力医疗,10.95,+0.12,1.11%,-0.82%,13764354,150964824.0,6.84%,,,2213005720.0
SH600875,东方电气,14.73,+0.16,1.1%,-28.68%,7227624,106600308.0,0.36%,14.901,2.274%,45936002830.0
SH600379,宝光股份,9.21,+0.1,1.1%,-23.3%,2081654,19224661.0,0.63%,46.049,0.575%,3041156404.0
SH603948,建业股份,22.1,+0.24,1.1%,10.24%,1045564,23188422.0,0.65%,11.456,8.688%,3591139500.0
SH600353,旭光电子,7.32,+0.08,1.1%,-28.73%,7007291,51269388.0,0.87%,50.762,,6096042996.0
SH601929,吉视传媒,1.85,+0.02,1.09%,-4.64%,28659615,53036649.0,0.87%,,,6107406685.0
SH603328,依顿电子,7.45,+0.08,1.09%,16.84%,6756600,50277543.0,0.68%,22.527,1.973%,7438397452.0
SH600330,天通股份,8.46,+0.09,1.08%,-19.32%,13751155,116702780.0,1.11%,17.32,0.591%,10434855159.0
SH600641,万业企业,15.04,+0.16,1.08%,-14.49%,8282562,124997029.0,0.89%,27.241,0.911%,13996673997.0
SH601500,通用股份,3.76,+0.04,1.08%,2.28%,28673072,108027917.0,1.83%,104.283,0.798%,5928996364.0
SH601688,华泰证券,15.97,+0.17,1.08%,28.57%,55406649,885064721.0,0.76%,11.847,2.818%,144922373460.0
SH600936,广西广电,3.74,+0.04,1.08%,3.31%,6255700,23388091.0,0.37%,,,6249638134.0
SH603096,新经典,17.07,+0.18,1.07%,-11.03%,1455800,24941941.0,0.9%,19.399,4.687%,2773936196.0
SH601633,长城汽车,30.1,+0.32,1.07%,2.81%,23546309,710875382.0,0.38%,63.509,0.997%,255737922620.0
SH603112,华翔股份,11.38,+0.12,1.07%,-0.79%,726100,8273301.0,0.17%,16.869,1.591%,4974965638.0
SH600586,金晶科技,6.59,+0.07,1.07%,-24.05%,11718304,77665641.0,0.82%,25.904,0.455%,9415594300.0
SH600429,三元股份,4.76,+0.05,1.06%,-10.39%,6130338,29192809.0,0.41%,45.56,0.168%,7218565828.0
SH601139,深圳燃气,6.7,+0.07,1.06%,4.42%,9024198,60687712.0,0.31%,14.458,1.94%,19274094310.0
SH600578,京能电力,2.85,+0.03,1.06%,-9.25%,14348700,40886744.0,0.21%,29.065,4.211%,19079669893.0
SH600803,新奥股份,17.11,+0.18,1.06%,9.14%,3695500,62916220.0,0.13%,8.348,2.981%,53013583056.0
SH600688,上海石化,2.9,+0.03,1.05%,-6.75%,19018107,55094536.0,0.26%,,3.448%,31317927950.0
SH603551,奥普家居,10.63,+0.11,1.05%,16.1%,1443981,15301875.0,0.36%,15.184,7.056%,4270071000.0
SH600216,浙江医药,10.63,+0.11,1.05%,-7.67%,6854772,73100701.0,0.71%,28.777,1.599%,10257684250.0
SH600792,云煤能源,3.85,+0.04,1.05%,10.95%,19396212,75071324.0,1.96%,25.595,,3811205860.0
SH603159,上海亚虹,15.39,+0.16,1.05%,18.86%,1605760,24641530.0,1.15%,64.927,0.65%,2154600000.0
SH600517,国网英大,4.79,+0.05,1.05%,-0.05%,11160801,53441552.0,0.2%,19.614,1.19%,27391307214.0
SH600598,北大荒,12.57,+0.13,1.05%,-5.77%,9118172,115019064.0,0.51%,22.776,3.341%,22345436456.0
SH600462,ST九有,1.95,+0.02,1.04%,-5.8%,1423900,2755403.0,0.24%,,,1203306000.0
SH603336,宏辉果蔬,4.88,+0.05,1.04%,-8.37%,6061941,29518587.0,1.06%,69.046,0.553%,2783394220.0
SH600162,香江控股,1.94,+0.02,1.04%,10.4%,26320300,51026975.0,0.81%,19.639,10.825%,6340769957.0
SH603318,水发燃气,7.8,+0.08,1.04%,-8.34%,5759000,44957326.0,1.5%,76.923,0.385%,3580753207.0
SH600255,鑫科材料,1.96,+0.02,1.03%,-24.03%,11891450,23386023.0,0.66%,,,3540048032.0
SH603100,川仪股份,29.3,+0.3,1.03%,-4.74%,1550285,45670203.0,0.4%,17.067,2.048%,11573353500.0
SH600456,宝钛股份,31.39,+0.32,1.03%,-21.97%,2393010,75509907.0,0.5%,25.998,1.434%,14997436949.0
SH603588,高能环境,7.81,+0.08,1.03%,-20.22%,7356489,57588293.0,0.49%,16.18,0.64%,12006772868.0
SH600354,敦煌种业,5.91,+0.06,1.03%,-24.71%,5313957,31414126.0,1.01%,79.925,,3119310293.0
SH603558,健盛集团,8.8,+0.09,1.03%,12.23%,3579300,31369423.0,0.97%,16.462,4.693%,3247912351.0
SH603239,浙江仙通,16.67,+0.17,1.03%,16.25%,15400800,253951438.0,5.69%,34.15,1.92%,4512902400.0
SH603020,爱普股份,8.86,+0.09,1.03%,-9.91%,1714200,15163485.0,0.45%,38.096,0.677%,3395486678.0
SH600030,中信证券,21.84,+0.22,1.02%,12.02%,78453063,1716120460.0,0.69%,15.106,2.244%,323680742745.0
SH600965,福成股份,5.96,+0.06,1.02%,-27.55%,2728900,16236293.0,0.33%,41.291,0.906%,4879457692.0
SH603300,华铁应急,5.95,+0.06,1.02%,31.39%,22106661,131317030.0,1.24%,15.115,,11634613995.0
SH603936,博敏电子,9.9,+0.1,1.02%,-18.85%,12473232,123578882.0,1.95%,153.369,0.202%,6316428730.0
SH600171,上海贝岭,15.07,+0.15,1.01%,-12.54%,6453235,97042613.0,0.91%,,1.327%,10726988741.0
SH603618,杭电股份,6.01,+0.06,1.01%,15.17%,5450300,32904305.0,0.79%,26.249,0.832%,4153285974.0
SH600365,ST通葡,4.01,+0.04,1.01%,-2.67%,11700608,46904437.0,2.85%,,,1713874000.0
SH605133,嵘泰股份,27.03,+0.27,1.01%,3.63%,1662300,45212595.0,2.62%,32.26,0.629%,5032007946.0
SH600490,鹏欣资源,3.01,+0.03,1.01%,0.33%,21278053,64469592.0,1.07%,,,6660790108.0
SH600058,五矿发展,9.1,+0.09,1.0%,5.69%,2143938,19564818.0,0.2%,60.155,,9754387470.0
SH600038,中直股份,36.86,+0.36,0.99%,-20.17%,3079065,113773244.0,0.52%,34.418,0.534%,21728111752.0
SH600129,太极集团,37.62,+0.37,0.99%,25.15%,11426718,431576811.0,2.05%,26.613,,20950229789.0
SH600332,白云山,28.58,+0.28,0.99%,-1.88%,5143820,146851040.0,0.37%,11.095,2.561%,46465105322.0
SH600715,文投控股,2.05,+0.02,0.99%,-15.29%,24264900,49710547.0,1.31%,,,3802449675.0
SH603598,引力传媒,9.16,+0.09,0.99%,-1.29%,2583600,23654788.0,0.96%,,,2453624164.0
SH600959,江苏有线,3.07,+0.03,0.99%,3.98%,20151292,61767426.0,0.4%,44.116,0.651%,15352203296.0
SH605066,天正电气,8.27,+0.08,0.98%,13.98%,2327700,19253978.0,0.58%,36.223,2.987%,3356445660.0
SH603767,中马传动,15.52,+0.15,0.98%,126.0%,9954486,154824543.0,3.23%,77.374,1.927%,4789960880.0
SH603221,爱丽家居,9.25,+0.09,0.98%,14.76%,2245000,20627805.0,0.94%,92.187,0.324%,2220000000.0
SH600751,海航科技,3.1,+0.03,0.98%,33.05%,89350076,277987186.0,3.47%,28.499,,8987947127.0
SH603236,移远通信,42.08,+0.41,0.98%,-40.9%,4500989,189855541.0,1.7%,65.626,1.697%,11133312044.0
SH600860,京城股份,11.45,+0.11,0.97%,-17.21%,5849910,67631264.0,1.37%,,,6208945563.0
SH601016,节能风电,3.13,+0.03,0.97%,-15.8%,26783582,84133312.0,0.45%,13.407,2.907%,20266414539.0
SH600962,国投中鲁,10.36,+0.1,0.97%,-21.4%,1608700,16654359.0,0.61%,25.854,,2716495600.0
SH601997,贵阳银行,5.23,+0.05,0.97%,0.59%,24720572,129122844.0,0.69%,3.166,5.736%,19121915937.0
SH603211,晋拓股份,16.6,+0.16,0.97%,32.76%,25532350,417703971.0,37.57%,83.013,0.452%,4512012800.0
SH600764,中国海防,20.88,+0.2,0.97%,-8.1%,2124291,44412590.0,0.3%,27.923,1.183%,14837941580.0
SH601828,美凯龙,4.2,+0.04,0.96%,-8.98%,10742360,45280392.0,0.3%,,0.81%,18289877227.0
SH605011,杭州热电,24.13,+0.23,0.96%,59.21%,2186800,52687023.0,1.81%,46.411,0.663%,9654413000.0
SH600195,中牧股份,10.48,+0.1,0.96%,-8.4%,3711875,38949349.0,0.36%,19.044,1.718%,10701633765.0
SH601555,东吴证券,8.39,+0.08,0.96%,31.31%,86793233,743466879.0,1.73%,18.214,1.883%,42012947242.0
SH600825,新华传媒,4.22,+0.04,0.96%,6.3%,8442300,35651962.0,0.81%,111.153,0.237%,4409426727.0
SH603507,振江股份,24.45,+0.23,0.95%,-17.5%,2275704,55774283.0,1.6%,26.093,0.822%,3472656336.0
SH605189,富春染织,15.1,+0.14,0.94%,-0.63%,833608,12521195.0,1.67%,26.128,1.49%,2261421980.0
SH600682,南京新百,7.51,+0.07,0.94%,-17.54%,4213750,31685905.0,0.36%,15.575,0.266%,10109452980.0
SH600356,恒丰纸业,7.49,+0.07,0.94%,4.03%,2060545,15418948.0,0.69%,16.504,1.736%,2237498021.0
SH600967,内蒙一机,8.63,+0.08,0.94%,7.05%,5532005,47839507.0,0.33%,18.044,2.804%,14703614988.0
SH600461,洪城环境,8.63,+0.08,0.94%,31.0%,3839400,33069051.0,0.38%,8.898,5.029%,9436072196.0
SH600336,澳柯玛,5.35,+0.05,0.94%,-0.62%,4623052,24703430.0,0.58%,39.137,1.682%,4269379014.0
SH603799,华友钴业,34.41,+0.32,0.94%,-37.88%,21533720,745613902.0,1.28%,15.029,0.543%,58844024884.0
SH600898,ST美讯,3.21,+0.03,0.94%,-39.2%,1126652,3617742.0,0.45%,,,916072965.0
SH600977,中国电影,11.99,+0.11,0.93%,-11.84%,10883566,130599959.0,0.58%,178.918,0.334%,22385330000.0
SH601689,拓普集团,62.68,+0.58,0.93%,7.66%,9187197,582330354.0,0.83%,33.109,0.739%,69076388823.0
SH603187,海容冷链,15.2,+0.14,0.93%,-32.05%,2014940,30902312.0,0.52%,16.305,1.645%,5873986207.0
SH600961,株冶集团,7.56,+0.07,0.93%,6.48%,4968700,37713680.0,0.94%,110.239,,8110917635.0
SH600597,光明乳业,9.9,+0.09,0.92%,-7.33%,5603504,55437963.0,0.41%,32.711,0.808%,13646890254.0
SH600382,广东明珠,4.41,+0.04,0.92%,12.62%,5679274,25118643.0,0.74%,18.031,7.211%,3392197450.0
SH600206,有研新材,12.09,+0.11,0.92%,-5.13%,7163500,86313016.0,0.85%,68.365,0.794%,10234829784.0
SH600318,新力金融,6.55,+0.06,0.92%,-3.11%,13440840,88083000.0,2.62%,,,3358365990.0
SH600925,苏能股份,5.51,+0.05,0.92%,-7.86%,6225946,34333312.0,0.9%,14.626,3.63%,37957777778.0
SH601369,陕鼓动力,7.71,+0.07,0.92%,-29.94%,5738485,44496445.0,0.34%,14.399,4.54%,13316644283.0
SH605366,宏柏新材,7.78,+0.07,0.91%,-24.56%,1848928,14451071.0,0.3%,33.131,2.301%,4763734051.0
SH601360,三六零,8.86,+0.08,0.91%,35.47%,67697369,602719956.0,0.95%,,1.129%,63307917925.0
SH600459,贵研铂业,14.35,+0.13,0.91%,-7.85%,6239746,90099888.0,0.84%,25.126,1.15%,10920085644.0
SH603569,长久物流,14.53,+0.13,0.9%,65.3%,13507781,197010595.0,2.28%,82.31,,8622690610.0
SH603883,老百姓,23.62,+0.21,0.9%,-40.6%,4019218,94710925.0,0.69%,16.422,2.117%,13822284075.0
SH600039,四川路桥,7.95,+0.07,0.89%,6.75%,30924523,247343945.0,0.47%,5.646,8.176%,69288846412.0
SH600707,彩虹股份,5.67,+0.05,0.89%,36.96%,11036256,62881671.0,0.31%,,,20346169780.0
SH600694,大商股份,17.01,+0.15,0.89%,-3.54%,1954933,33319455.0,0.67%,10.129,2.939%,4996154288.0
SH600683,京投发展,5.64,+0.05,0.89%,22.34%,34519900,196315480.0,4.66%,20.846,2.305%,4177985647.0
SH605499,东鹏饮料,181.28,+1.6,0.89%,3.17%,801942,145566470.0,0.5%,40.42,1.103%,72513812800.0
SH600580,卧龙电驱,11.29,+0.1,0.89%,-8.38%,11206590,127227056.0,0.86%,16.342,1.329%,14805323563.0
SH603088,宁波精达,8.0,+0.07,0.88%,14.18%,5623680,45046549.0,1.3%,20.72,2.75%,3503176320.0
SH603306,华懋科技,29.65,+0.26,0.88%,-20.26%,8405629,248210672.0,2.58%,46.709,0.631%,9668678679.0
SH603489,八方股份,51.45,+0.45,0.88%,-31.13%,470940,24444079.0,0.28%,32.499,2.781%,8649703874.0
SH603283,赛腾股份,44.84,+0.39,0.88%,51.06%,1169094,52080511.0,0.63%,24.675,1.126%,8982176076.0
SH605300,佳禾食品,17.33,+0.15,0.87%,-1.58%,966776,16747387.0,1.68%,31.9,0.519%,6932173300.0
SH603077,和邦生物,2.33,+0.02,0.87%,-21.95%,58420648,135334617.0,0.66%,14.715,1.931%,20576813031.0
SH600556,天下秀,5.79,+0.05,0.87%,-13.97%,12267700,71223844.0,0.68%,118.21,0.173%,10466858847.0
SH600262,北方股份,17.35,+0.15,0.87%,9.74%,1958900,33943979.0,1.15%,21.481,1.21%,2949500000.0
SH600217,中再资环,4.63,+0.04,0.87%,-5.89%,6328174,29399969.0,0.46%,120.241,0.216%,6429494791.0
SH603779,威龙股份,9.31,+0.08,0.87%,41.06%,45428365,427927205.0,13.65%,,,3097894624.0
SH603186,华正新材,37.32,+0.32,0.86%,65.47%,4535242,167434273.0,3.2%,,0.214%,5299885116.0
SH600433,冠豪高新,3.51,+0.03,0.86%,-7.69%,6855626,24066310.0,0.48%,95.533,7.123%,6482411482.0
SH603036,如通股份,11.73,+0.1,0.86%,14.61%,5188301,61206238.0,2.52%,28.034,1.62%,2416450673.0
SH600784,鲁银投资,5.95,+0.05,0.85%,-1.11%,3047106,18143065.0,0.54%,11.24,0.84%,4020131048.0
SH603777,来伊份,13.0,+0.11,0.85%,-39.57%,1568000,20442129.0,0.47%,95.319,0.7%,4375278804.0
SH601619,嘉泽新能,3.62,+0.03,0.84%,-2.35%,23783828,86495180.0,0.98%,11.248,2.21%,8812404051.0
SH603839,安正时尚,7.26,+0.06,0.83%,10.91%,2042980,14794018.0,0.51%,,6.887%,2898280282.0
SH600499,科达制造,10.96,+0.09,0.83%,-18.2%,9697473,106595748.0,0.5%,8.001,6.204%,21354682422.0
SH603871,嘉友国际,15.8,+0.13,0.83%,0.2%,2150292,34131968.0,0.31%,12.386,2.266%,11041679094.0
SH600660,福耀玻璃,36.9,+0.3,0.82%,9.16%,8872179,325286490.0,0.44%,19.335,3.388%,96299536331.0
SH600817,宇通重工,8.64,+0.07,0.82%,0.42%,1836770,15931916.0,0.94%,17.074,4.433%,4678632636.0
SH600888,新疆众和,7.34,+0.06,0.82%,-6.58%,12702796,94084810.0,0.95%,6.847,4.768%,9909182436.0
SH603026,胜华新材,46.6,+0.38,0.82%,-49.25%,1438007,67851322.0,0.71%,36.492,0.644%,9444888000.0
SH600173,卧龙地产,4.92,+0.04,0.82%,-3.21%,8971045,44072700.0,1.28%,19.412,2.033%,3446490720.0
SH603299,苏盐井神,8.59,+0.07,0.82%,-10.43%,4202400,36258802.0,0.55%,9.241,4.191%,6718143385.0
SH603886,元祖股份,17.31,+0.14,0.82%,-6.96%,778000,13434189.0,0.32%,16.464,5.777%,4154400000.0
SH600976,健民集团,57.6,+0.46,0.81%,17.69%,1102161,63368707.0,0.72%,17.398,1.736%,8835759360.0
SH600582,天地科技,4.96,+0.04,0.81%,-1.0%,13860509,69114145.0,0.33%,8.833,4.032%,20527400904.0
SH601916,浙商银行,2.49,+0.02,0.81%,-3.59%,66888187,166533678.0,0.31%,4.753,6.546%,68386943548.0
SH603071,物产环能,14.94,+0.12,0.81%,-3.32%,1213800,18161559.0,0.51%,7.526,5.355%,8335839363.0
SH603587,地素时尚,14.9,+0.12,0.81%,2.73%,1829688,27066581.0,0.38%,16.186,4.732%,7113055602.0
SH600182,S佳通,13.7,+0.11,0.81%,-1.93%,1111400,15270205.0,0.65%,51.469,0.255%,4658000000.0
SH603937,丽岛新材,12.39,+0.1,0.81%,6.78%,1440100,17868785.0,0.69%,40.05,1.049%,2588023200.0
SH601568,北元集团,5.07,+0.04,0.8%,-6.19%,5015290,25445099.0,0.2%,39.728,5.128%,20139166676.0
SH603075,热威股份,25.05,+0.2,0.8%,8.44%,3118348,78081126.0,8.04%,38.91,,10020250500.0
SH600289,ST信通,2.51,+0.02,0.8%,-10.04%,2251501,5656035.0,0.4%,,,1583940693.0
SH600057,厦门象屿,6.31,+0.05,0.8%,-33.81%,11184831,71077294.0,0.52%,6.687,9.667%,14312379810.0
SH603002,宏昌电子,5.03,+0.04,0.8%,5.29%,6087714,30650607.0,0.99%,57.78,3.161%,5704414900.0
SH600731,湖南海利,6.28,+0.05,0.8%,-15.82%,3578800,22534191.0,0.67%,10.566,,3508902372.0
SH603339,四方科技,11.3,+0.09,0.8%,-6.02%,3318872,37809029.0,1.07%,11.073,1.947%,3496685278.0
SH600037,歌华有线,7.53,+0.06,0.8%,-6.73%,8094655,61182095.0,0.58%,58.979,0.969%,10480087467.0
SH603135,中重科技,15.33,+0.12,0.79%,-12.97%,2243628,34520557.0,2.49%,32.507,1.305%,6898500000.0
SH605589,圣泉集团,20.52,+0.16,0.79%,-3.1%,6853861,140932966.0,1.11%,23.482,0.975%,16064631936.0
SH600851,海欣股份,6.47,+0.05,0.78%,11.38%,4784063,30944789.0,0.65%,55.579,0.696%,7809656797.0
SH600665,天地源,3.86,+0.03,0.78%,7.11%,10200660,39468979.0,1.18%,9.213,3.083%,3335512931.0
SH601099,太平洋,3.89,+0.03,0.78%,51.36%,1250047350,4900643591.0,18.34%,,,26515470679.0
SH601009,南京银行,7.79,+0.06,0.78%,-20.28%,16117407,125075454.0,0.17%,4.254,6.855%,80577679509.0
SH601216,君正集团,3.95,+0.03,0.77%,3.29%,16450599,64862848.0,0.19%,9.131,4.557%,33330168691.0
SH600823,ST世茂,1.31,+0.01,0.77%,-44.49%,27539149,36132989.0,0.73%,,,4914030422.0
SH603345,安井食品,114.9,+0.88,0.77%,-28.06%,2402487,278263500.0,0.82%,24.371,1.638%,33699507257.0
SH600436,片仔癀,245.28,+1.87,0.77%,-14.6%,1513224,370483034.0,0.25%,52.392,0.51%,147981645269.0
SH605033,美邦股份,18.21,+0.14,0.77%,7.69%,646846,11796827.0,1.91%,23.786,1.23%,2461992000.0
SH600575,淮河能源,2.63,+0.02,0.77%,9.13%,27478606,72893532.0,0.71%,32.497,,10220866601.0
SH600537,亿晶光电,5.27,+0.04,0.76%,-5.56%,15956340,84358213.0,1.35%,16.217,,6299178395.0
SH600833,第一医药,10.65,+0.08,0.76%,-4.29%,1628100,17365669.0,0.73%,15.208,1.831%,2375869596.0
SH601333,广深铁路,2.65,+0.02,0.76%,16.74%,36470500,96996952.0,0.65%,,,18771373050.0
SH601702,华峰铝业,16.0,+0.12,0.76%,7.88%,2623300,42115949.0,0.26%,20.731,0.625%,15976489600.0
SH600903,贵州燃气,8.1,+0.06,0.75%,4.52%,6283409,51094708.0,0.55%,36.742,0.58%,9315008408.0
SH603600,永艺股份,9.39,+0.07,0.75%,0.0%,1320500,12378422.0,0.44%,9.174,3.387%,3126004017.0
SH603517,绝味食品,32.45,+0.24,0.75%,-46.64%,4999880,163940214.0,0.79%,50.86,0.555%,20483695847.0
SH600246,万通发展,5.36,+0.04,0.75%,-14.79%,33048567,176200854.0,1.61%,,,11009489859.0
SH603697,有友食品,8.09,+0.06,0.75%,-5.69%,1323140,10705308.0,0.31%,20.005,4.067%,3460029073.0
SH600070,ST富润,2.74,+0.02,0.74%,-50.72%,5189930,14268671.0,1.02%,,,1390332806.0
SH600373,中文传媒,12.26,+0.09,0.74%,33.89%,10273248,125270921.0,0.76%,8.26,6.117%,16613081195.0
SH601318,中国平安,45.51,+0.33,0.73%,1.91%,37446279,1709171805.0,0.35%,9.998,5.353%,828747776965.0
SH603858,步长制药,16.78,+0.12,0.72%,-16.06%,4511354,75840931.0,0.41%,,5.721%,18559395583.0
SH603007,ST花王,4.22,+0.03,0.72%,8.48%,2697548,11355070.0,0.77%,,,1476500635.0
SH600229,城市传媒,7.01,+0.05,0.72%,1.31%,5252694,36883542.0,0.78%,13.538,2.853%,4705168080.0
SH600588,用友网络,15.48,+0.11,0.72%,-35.77%,18086520,281552955.0,0.53%,,0.388%,53144728390.0
SH603182,嘉华股份,14.1,+0.1,0.71%,-19.73%,926046,13057912.0,0.99%,21.576,2.128%,2320155000.0
SH603699,纽威股份,14.11,+0.1,0.71%,30.43%,1934329,27293801.0,0.26%,14.932,2.551%,10569264820.0
SH600056,中国医药,11.46,+0.08,0.7%,-32.73%,9850620,112979704.0,0.66%,25.847,1.291%,17142781912.0
SH601601,中国太保,28.7,+0.2,0.7%,21.64%,20914062,601031055.0,0.31%,12.074,3.554%,276103799759.0
SH603001,ST奥康,5.72,+0.04,0.7%,-11.04%,997300,5709906.0,0.25%,,8.741%,2293605600.0
SH601339,百隆东方,5.73,+0.04,0.7%,9.48%,4270199,24428289.0,0.28%,8.114,8.726%,8595000000.0
SH601718,际华集团,2.86,+0.02,0.7%,-0.75%,23417068,67158299.0,0.53%,80.643,1.049%,12560060095.0
SH603527,众源新材,10.1,+0.07,0.7%,-26.84%,1746856,17693178.0,0.72%,24.407,1.98%,3201409120.0
SH600163,中闽能源,4.38,+0.03,0.69%,-16.98%,7289901,32044772.0,0.63%,13.121,2.283%,8335123106.0
SH600439,瑞贝卡,2.91,+0.02,0.69%,8.18%,110272935,317158777.0,9.74%,149.617,,3294077630.0
SH601825,沪农商行,5.96,+0.04,0.68%,7.66%,11924800,70904465.0,0.26%,4.768,5.738%,57480888892.0
SH600550,保变电气,4.44,+0.03,0.68%,-4.52%,5136262,22887805.0,0.28%,,,8176386451.0
SH601818,光大银行,2.97,+0.02,0.68%,3.04%,88009902,260978491.0,0.19%,3.85,6.397%,175484086651.0
SH603685,晨丰科技,14.7,+0.1,0.68%,56.38%,452900,6648371.0,0.27%,,0.816%,2484381350.0
SH601727,上海电气,4.42,+0.03,0.68%,12.18%,40650961,180029692.0,0.32%,,,68862756187.0
SH601155,新城控股,11.84,+0.08,0.68%,-42.24%,14010257,166346938.0,0.62%,40.272,,26706574615.0
SH603506,南都物业,11.91,+0.08,0.68%,-1.16%,1651763,19725530.0,0.88%,15.175,2.603%,2236433348.0
SH603223,恒通股份,10.31,+0.07,0.68%,-30.65%,13375582,137326632.0,2.42%,50.385,0.446%,7363268444.0
SH603139,康惠制药,19.46,+0.13,0.67%,9.63%,6291666,124411372.0,6.3%,,0.38%,1943664800.0
SH600064,南京高科,6.0,+0.04,0.67%,-3.15%,7979600,48001657.0,0.46%,4.817,7.0%,10382037864.0
SH600533,栖霞建设,3.0,+0.02,0.67%,-19.03%,12304227,37083279.0,1.17%,889.292,3.333%,3150000000.0
SH601001,晋控煤业,11.98,+0.08,0.67%,7.14%,25826464,311346806.0,1.54%,9.56,5.259%,20050926000.0
SH600313,农发种业,7.68,+0.05,0.66%,-25.0%,12451171,96078067.0,1.17%,32.154,,8311285732.0
SH603608,天创时尚,4.57,+0.03,0.66%,4.34%,7801200,35454047.0,1.86%,,,1918056859.0
SH600531,豫光金铅,6.09,+0.04,0.66%,19.18%,14162498,86816613.0,1.3%,12.355,1.938%,6639577641.0
SH601607,上海医药,16.95,+0.11,0.65%,-2.06%,10540863,178433369.0,0.55%,13.853,3.599%,62770952865.0
SH605111,新洁能,37.84,+0.24,0.64%,-31.35%,16309698,618261715.0,5.49%,32.372,0.772%,11284042122.0
SH600865,百大集团,7.84,+0.05,0.64%,-16.14%,2159124,16958496.0,0.57%,36.656,3.189%,2949724077.0
SH600257,大湖股份,6.43,+0.04,0.63%,7.35%,17792751,114555247.0,3.7%,,,3094355119.0
SH600488,津药药业,4.8,+0.03,0.63%,9.04%,7721750,37117544.0,0.71%,53.589,0.208%,5250876864.0
SH601838,成都银行,13.15,+0.08,0.61%,-8.9%,16255127,211847550.0,0.43%,4.494,5.84%,50153205892.0
SH605090,九丰能源,24.87,+0.15,0.61%,23.62%,11480535,287687273.0,4.42%,12.151,2.413%,15554046777.0
SH603195,公牛集团,100.6,+0.61,0.61%,6.24%,927061,93853295.0,0.1%,25.61,2.211%,89706513809.0
SH600651,飞乐音响,3.28,+0.02,0.61%,1.55%,7195001,23754091.0,0.52%,457.236,,8223051889.0
SH600743,华远地产,1.67,+0.01,0.6%,-11.64%,29840473,50047000.0,1.27%,,,3917988460.0
SH600664,哈药股份,3.34,+0.02,0.6%,10.96%,24951363,83651233.0,0.99%,16.036,,8419832640.0
SH603906,龙蟠科技,11.83,+0.07,0.6%,-48.9%,9307085,110786893.0,1.65%,,1.572%,6684883422.0
SH600130,波导股份,5.15,+0.03,0.59%,15.73%,178470197,940577109.0,23.24%,214.911,,3955200000.0
SH600863,内蒙华电,3.42,+0.02,0.59%,2.59%,33509880,114682749.0,0.51%,10.765,4.795%,22321956314.0
SH605116,奥锐特,22.03,+0.13,0.59%,-10.23%,1581900,34474238.0,0.4%,47.084,0.726%,8948475850.0
SH603530,神马电力,13.55,+0.08,0.59%,-9.43%,1125100,15307232.0,0.26%,72.958,0.369%,5857168081.0
SH600917,重庆燃气,6.77,+0.04,0.59%,-13.33%,2058779,13956334.0,0.13%,32.39,1.905%,10637971800.0
SH603826,坤彩科技,53.03,+0.31,0.59%,1.18%,968806,51373889.0,0.21%,341.707,,24818040000.0
SH600755,厦门国贸,6.82,+0.04,0.59%,3.33%,23998583,164287077.0,1.18%,4.457,9.604%,15032833985.0
SH600619,海立股份,6.83,+0.04,0.59%,23.04%,40398911,271635435.0,5.12%,,0.146%,7398798343.0
SH600999,招商证券,13.99,+0.08,0.58%,6.6%,16071915,225112629.0,0.22%,14.301,1.322%,121664410016.0
SH600482,中国动力,17.35,+0.1,0.58%,13.71%,5998279,104736639.0,0.29%,101.064,0.265%,37939563459.0
